mmsi,x,y,time,colreg_compliant,good_seamanship,unmodeled_behaviour,has_turned_portwards,has_turned_starboardwards,change_in_speed,CR_PS,CR_SS,HO,OT_en,OT_ing,priority_lower,priority_similar,priority_higher,risk_of_collision,current_risk_of_collision,is_changing_course,start
211237730,24922.7,2469.01,8700,0,0.990256,1,1,0,1,1,0,0,0,0,0.0497054,0.900504,0.0497909,1,0.988831,1,0
261146000,25644.7,1713.43,8700,0.994376,0.829498,1,1,0,0,0,1,0,0,0,0.00745721,0.154163,0.83838,0.999997,0.975209,1,0
211237730,24812.2,2606.43,8760,0,0.989877,1,1,1,1,1,0,0,0,0,0.0498742,0.899952,0.0501737,1,0.993057,1,0
261146000,25548.4,1640.07,8760,0.996777,0.83444,1,1,0,0,0,1,0,0,0,0.0120822,0.14713,0.840788,0.999997,0.999953,1,0
211237730,24716.9,2749.81,8820,0,0.989064,1,1,1,1,1,0,0,0,0,0.049855,0.903423,0.0467222,1,0.983079,1,0
261146000,25436,1568.5,8820,0.97912,0.802918,1,1,0,0,0,1,0,0,0,0.00435266,0.183581,0.812066,0.999996,0.999844,1,0
211237730,24612,2889.14,8880,0,0.989153,1,1,1,1,1,0,0,0,0,0.0499773,0.900237,0.0497854,1,0.976252,0,0
261146000,25314.1,1515.34,8880,0.996553,0.776217,1,1,0,0,0,1,0,0,0,0.0245589,0.189102,0.786339,0.999995,0.989292,1,0
211237730,24511,3029.62,8940,0,0.990542,1,1,1,1,1,0,0,0,0,0.050224,0.896828,0.0529477,1,0.963707,0,0
261146000,25188,1469.87,8940,0.994959,0.865808,1,1,0,0,0,1,0,0,0,0.00896875,0.118847,0.872184,0.999998,0.919874,0,0
211237730,24421.1,3160.14,9000,0,0.990035,1,1,1,1,1,0,0,0,0,0.0498099,0.899276,0.0509146,1,0.989209,0,0
261146000,25066.1,1399.66,9000,0.993971,0.763895,1,1,0,0,0,1,0,0,0,0.0201604,0.207169,0.772671,0.999996,0.926741,1,0
211237730,24322.1,3275.72,9060,0,0.990885,1,1,1,0,1,0,0,0,0,0.0503013,0.898674,0.0510245,0.999999,0.949393,0,0
261146000,24955.8,1340.23,9060,0.998281,0.868749,1,1,0,0,0,1,0,0,0,0.0137109,0.10938,0.876909,0.999996,0.999593,1,0
211237730,24244.8,3389.85,9120,0,0.989136,1,1,1,0,1,0,0,0,0,0.0491013,0.900365,0.0505341,1,0.911569,1,0
261146000,24833.6,1289.98,9120,0.99914,0.859227,1,1,0,0,0,1,0,0,0,0,0.132927,0.867073,0.999997,0.962302,0,0
211237730,24167,3495.64,9180,0,0.99042,1,1,1,0,1,0,0,0,0,0.0498122,0.900038,0.0501496,1,0.963987,1,0
261146000,24720.4,1228.99,9180,0.992322,0.848148,1,1,0,0,0,1,0,0,0,0.00906593,0.135914,0.85502,0.999997,0.960126,0,0
211237730,24099.4,3611.62,9240,0,0.989811,1,1,1,0,1,0,0,0,0,0.0498965,0.900764,0.0493397,1,0.933835,1,0
261146000,24600,1169.5,9240,0.999081,0.81291,1,1,0,0,0,1,0,0,0,0.00954883,0.169199,0.821252,0.999997,0.93745,0,0
211237730,24011.3,3716.24,9300,0,0.989564,1,1,1,0,1,0,0,0,0,0.0498103,0.901581,0.0486091,1,0.989086,1,0
261146000,24486.8,1100.52,9300,0.998917,0.830074,1,1,0,0,0,1,0,0,0,0.00671267,0.154961,0.838326,0.999997,0.994169,1,0
211237730,23977.1,3831.18,9360,0,0.989899,1,1,1,0,1,0,0,0,0,0.0499474,0.901056,0.0489969,1,0.964378,1,0
261146000,24398.7,1011.69,9360,0.999942,0.889102,1,1,1,0,0,1,0,0,0,0.00799407,0.0971255,0.89488,0.999997,0.955554,1,0
211237730,23935.4,3925.57,9420,0,0.989851,1,1,1,0,1,0,0,0,0,0.0502346,0.898739,0.0510269,1,0.999412,1,0
261146000,24371.6,901.086,9420,0.984153,0.757226,1,1,1,0,0,1,0,0,0,0.0223934,0.209607,0.767999,0.999996,0.999993,1,0
211237730,23901.5,4010.48,9480,0,0.989756,1,1,1,0,1,0,0,0,0,0.0499158,0.90064,0.0494441,1,0.999656,0,0
261146000,24360.2,783.268,9480,0.996885,0.818515,1,1,1,0,0,1,0,0,0,0,0.172697,0.827303,0.999999,0.999997,0,0
