mmsi,x,y,time,colreg_compliant,good_seamanship,unmodeled_behaviour,CR_PS,CR_SS,HO,OT_en,OT_ing,priority_lower,priority_similar,priority_higher,risk_of_collision
219829000,15195.6,7943.39,1560,0.979024,0.988578,1.31927e-05,1,0,0,0,0,0.034803,0.915315,0.049882,0.970846
210445000,15580.8,6859.04,1620,0,0.984346,1.96977e-05,0,1,0,0,0,0.0471869,0.895312,0.0575008,0.970591
219829000,15130.8,7802.91,1620,0.980822,0.990449,8.84449e-06,1,0,0,0,0,0.0235282,0.926023,0.0504484,0.970091
210445000,15835.3,6733.13,1680,0,0.984248,1.99492e-05,0,1,0,0,0,0.0537927,0.888593,0.0576142,0.937434
219829000,15072.2,7667.67,1680,0.980269,0.990436,8.26431e-06,1,0,0,0,0,0.028702,0.919503,0.0517953,0.938786
210445000,16122.3,6654.13,1740,0,0.984199,2.02189e-05,0,1,0,0,0,0.0489226,0.892023,0.0590547,0.916059
219829000,15006.3,7531.36,1740,0.980767,0.990365,7.89038e-06,1,0,0,0,0,0.0348165,0.915407,0.0497761,0.915044
210445000,16399.1,6700.25,1800,0,0.985109,2.03171e-05,0,1,0,0,0,0.0499593,0.891672,0.0583682,0.894255
219829000,14946.4,7386.79,1800,0.978102,0.990539,1.08498e-05,1,0,0,0,0,0.0213443,0.927087,0.0515686,0.890378
210445000,16691.5,6758.58,1860,0,0.984019,2.01465e-05,0,1,0,0,0,0.0501207,0.890897,0.0589826,0.819014
219829000,14882.3,7244.5,1860,0.980696,0.989835,7.24124e-06,1,0,0,0,0,0.016554,0.932302,0.051144,0.81601
210445000,16985.7,6828.3,1920,0,0.987169,1.94095e-05,0,1,0,0,0,0.0455424,0.896988,0.0574698,0.855738
219829000,14826.8,7105.95,1920,0.981102,0.990393,5.853e-06,1,0,0,0,0,0.022092,0.925759,0.0521495,0.860712
210445000,17291.5,6901.22,1980,0,0.985035,1.97663e-05,0,1,0,0,0,0.0492845,0.893963,0.0567522,0.856482
219829000,14759.1,6967.54,1980,0.9796,0.98989,1.56725e-05,1,0,0,0,0,0.0218209,0.927187,0.0509919,0.851728
210445000,17579.2,6940.66,2040,0,0.984785,2.08034e-05,0,1,0,0,0,0.0594187,0.880288,0.0602932,0.946003
219829000,14691.3,6828.17,2040,0.979717,0.990444,1.06003e-05,1,0,0,0,0,0.01683,0.931359,0.0518113,0.936218
