own_mmsi;obst_mmsi;own_speed;obst_speed;r_maneuver_own;;r_maneuver_obst;r_cpa;COLREG;pre_man_t_cpa_own
258829000;259983000;4.199203016493056;5.542335069444444;5977.639296578542;;5977.639296578542;1001.5887878765416;3.0;
259983000;258829000;5.542335069444444;4.199203016493056;5977.639296578542;;5977.639296578542;1001.5887878765416;3.0;
636017523;219015362;5.93709972993827;1.9396609760802472;10029.343651505817;;10029.343651505817;1001.7190474379556;-1.0;
219001976;357562000;2.946859499007936;7.921640625000001;6643.748352398669;;6643.748352398669;1002.0885240336788;-1.0;
219001976;357562000;2.946859499007936;7.921640625000001;6643.748352398669;;6643.748352398669;1002.0885240336788;-1.0;
219001976;357562000;2.94258203125;7.932090277777777;7240.446484851608;;7240.446484851608;1002.1466210091216;-1.0;
219001976;357562000;2.94258203125;7.932090277777777;7240.446484851608;;7240.446484851608;1002.1466210091216;-1.0;
220051000;477193300;4.84795873397436;5.847786458333333;9279.104970308288;;9279.104970308288;1002.4655854442084;3.0;
220051000;477193300;4.84795873397436;5.847786458333333;9279.104970308288;;9279.104970308288;1002.4655854442084;3.0;
305299000;636017209;6.518048210470086;6.478784722222222;9724.632910809538;;9724.632910809538;1002.8215095419514;3.0;
636017209;305299000;6.478784722222222;6.518048210470086;9724.632910809538;;9724.632910809538;1002.8215095419514;3.0;
305299000;636017209;6.518048210470086;6.478784722222222;9724.632910809538;;9724.632910809538;1002.8215095419514;3.0;
636017209;305299000;6.478784722222222;6.518048210470086;9724.632910809538;;9724.632910809538;1002.8215095419514;3.0;
219001111;356388000;5.572478298611112;3.858333333333334;1002.8682116808744;;1002.8682116808744;1002.8682116808744;-1.0;
356388000;219001111;3.11566158234127;2.9213095238095232;4358.746326640266;;4745.170442671158;1002.8682116808744;-1.0;54.0
356388000;219001111;3.11566158234127;2.9213095238095232;4358.746326640266;;4745.170442671158;1002.8682116808744;-1.0;54.0
257502600;258188660;3.764615293560607;2.502344736426768;3763.2092328224335;;5514.884038672073;1003.6400001992746;-1.0;31.0
257502600;258188660;3.764615293560607;2.502344736426768;3763.2092328224335;;5514.884038672073;1003.6400001992746;-1.0;31.0
273333650;538006112;5.125784350198413;7.090835813492064;9786.691823593916;;9786.691823593916;1003.7025704858974;3.0;
538006112;273333650;7.090835813492064;5.125784350198413;9786.691823593916;;9786.691823593916;1003.7025704858974;3.0;
273333650;538006112;5.125784350198413;7.090835813492064;9786.691823593916;;9786.691823593916;1003.7025704858974;3.0;
538006112;273333650;7.090835813492064;5.125784350198413;9786.691823593916;;9786.691823593916;1003.7025704858974;3.0;
311000158;636014902;7.026275077160495;6.56139949845679;9470.366795958857;;9470.366795958857;1003.745983802675;3.0;
636014902;311000158;6.56139949845679;7.026275077160495;9470.366795958857;;9470.366795958857;1003.745983802675;3.0;
311000158;636014902;7.034568452380952;6.576391369047618;8664.419235586422;;8664.419235586422;1003.745983802675;3.0;
636014902;311000158;6.576391369047618;7.034568452380952;8664.419235586422;;8664.419235586422;1003.745983802675;3.0;
311000158;636014902;7.026275077160495;6.56139949845679;9470.366795958857;;9470.366795958857;1003.745983802675;3.0;
636014902;311000158;6.56139949845679;7.026275077160495;9470.366795958857;;9470.366795958857;1003.745983802675;3.0;
311000158;636014902;7.034568452380952;6.576391369047618;8664.419235586422;;8664.419235586422;1003.745983802675;3.0;
636014902;311000158;6.576391369047618;7.034568452380952;8664.419235586422;;8664.419235586422;1003.745983802675;3.0;
219001518;219012521;1.3316608796296296;1.614672309027778;8181.076924830862;;9059.936627813684;1003.9071869450876;3.0;60.0
219012521;219001518;1.614672309027778;1.3316608796296296;9059.936627813684;;8181.076924830862;1003.9071869450876;3.0;
219001518;219012521;1.3316608796296296;1.614672309027778;8181.076924830862;;9059.936627813684;1003.9071869450876;3.0;60.0
219012521;219001518;1.614672309027778;1.3316608796296296;9059.936627813684;;8181.076924830862;1003.9071869450876;3.0;
304217008;231201000;3.261497395833333;8.488333333333333;8078.453662056867;;8078.453662056867;1004.0039143349992;3.0;
304217008;231201000;3.261497395833333;8.488333333333333;8078.453662056867;;8078.453662056867;1004.0039143349992;3.0;
257385000;636092168;6.068836805555556;5.196692708333333;8686.005662558595;;8686.005662558595;1004.043196281913;3.0;
257385000;636092168;6.068836805555556;5.196692708333333;8686.005662558595;;8686.005662558595;1004.043196281913;3.0;
219005583;257385000;1.286111111111111;5.092196180555555;13318.697806092005;;13318.697806092005;1004.0777758719684;3.0;
257385000;219005583;5.092196180555555;1.286111111111111;13318.697806092005;;13318.697806092005;1004.0777758719684;3.0;
219005583;257385000;1.286111111111111;5.092196180555555;13318.697806092005;;13318.697806092005;1004.0777758719684;3.0;
257385000;219005583;5.092196180555555;1.286111111111111;13318.697806092005;;13318.697806092005;1004.0777758719684;3.0;
210169000;538006298;2.186388888888889;1.860339626736112;4363.214059612478;;5021.586651647067;1004.2062437567296;-1.0;34.0
563374000;219709000;7.97824291087963;1.4429814995659724;5355.303387297494;;5355.303387297494;1004.2637103868678;-2.0;
230659000;305170000;7.882377136752137;5.172578124999999;9506.227173805595;;9506.227173805595;1004.3612945549012;3.0;
305170000;230659000;5.172578124999999;7.882377136752137;9506.227173805595;;9506.227173805595;1004.3612945549012;3.0;
230659000;305170000;7.882377136752137;5.172578124999999;9506.227173805595;;9506.227173805595;1004.3612945549012;3.0;
305170000;230659000;5.172578124999999;7.882377136752137;9506.227173805595;;9506.227173805595;1004.3612945549012;3.0;
245220000;311996000;3.1891536458333336;9.65065625;11885.321894252593;;11885.321894252593;1004.5477838311128;3.0;
311996000;245220000;9.65065625;3.1891536458333336;11885.321894252593;;11885.321894252593;1004.5477838311128;3.0;
245220000;311996000;3.1891536458333336;9.65065625;11885.321894252593;;11885.321894252593;1004.5477838311128;3.0;
311996000;245220000;9.65065625;3.1891536458333336;11885.321894252593;;11885.321894252593;1004.5477838311128;3.0;
259319000;219743000;6.594534722222223;1.2963598090277777;8592.072898317378;;8592.072898317378;1004.5933903823974;-1.0;
210167000;220038000;8.895869791666666;1.609949869791667;3224.4659867953337;;3224.4659867953337;1004.6985717119364;-2.0;
257115000;219001859;4.28148685515873;2.586320960097001;4422.012691071793;;4422.012691071793;1005.2616176896452;-2.0;
220256000;219015362;3.7717074342757937;2.844193095858135;2330.82002737234;;2330.82002737234;1005.5826271371244;-2.0;
220574000;219057000;17.45038425925926;5.043431134259261;4909.913877045095;;6684.722600826456;1005.6301954496;-2.0;72.0
257867420;258194160;2.0182051282051283;3.419324252136752;4689.567717817923;;4689.567717817923;1005.8958445087654;-1.0;
257867420;258194160;2.0182051282051283;3.419324252136752;4689.567717817923;;4689.567717817923;1005.8958445087654;-1.0;
259086000;314318000;4.024232735339506;3.5488628472222223;6802.40868589943;;6802.40868589943;1006.0482890994842;3.0;
314318000;259086000;3.5488628472222223;4.024232735339506;6802.40868589943;;6802.40868589943;1006.0482890994842;3.0;
259086000;314318000;4.024232735339506;3.5488628472222223;6802.40868589943;;6802.40868589943;1006.0482890994842;3.0;
314318000;259086000;3.5488628472222223;4.024232735339506;6802.40868589943;;6802.40868589943;1006.0482890994842;3.0;
220464000;304242000;10.314510633680555;5.1024951171875;3626.0294607187066;;3626.0294607187066;1006.4906209200366;-2.0;
219001682;219010828;3.3783861400462967;3.4899160879629627;6487.75378386079;;6487.75378386079;1006.9167045987468;3.0;
219010828;219001682;3.4899160879629627;3.3783861400462967;6487.75378386079;;6487.75378386079;1006.9167045987468;3.0;
219001682;219010828;3.3783861400462967;3.4899160879629627;6487.75378386079;;6487.75378386079;1006.9167045987468;3.0;
219010828;219001682;3.4899160879629627;3.3783861400462967;6487.75378386079;;6487.75378386079;1006.9167045987468;3.0;
255801560;265785000;5.609253038194444;3.7579563802083342;9647.955257462589;;9647.955257462589;1007.1741160295976;-1.0;
255801560;265785000;5.609253038194444;3.7579563802083342;9647.955257462589;;9647.955257462589;1007.1741160295976;-1.0;
219001682;219010828;3.071343858506945;3.4881744791666662;8940.820759303924;;7315.019281587711;1007.1942662664436;3.0;0.0
219001682;219010828;3.071343858506945;3.4881744791666662;8940.820759303924;;7315.019281587711;1007.1942662664436;3.0;0.0
219762000;256793000;5.024206452546297;4.913346354166667;4336.930150463575;;5282.74883938277;1007.4986054580914;-1.0;17.0
257623290;258089050;2.3791447916666666;3.0229237847222223;8397.677181816407;;8397.677181816407;1007.7271059170732;-1.0;
257377000;220182000;7.762768075980392;1.7493120659722223;4174.754197554629;;4174.754197554629;1007.881262847961;-2.0;
219762000;256793000;4.979066036522635;4.89109246399177;4339.265846891614;;9000.98655148423;1008.0615854202548;-1.0;58.0
257867420;258194160;2.0182051282051283;3.419324252136752;4692.885663427142;;4692.885663427142;1008.0912706694764;-1.0;
258194160;257867420;3.1586085069444443;1.22441796875;3772.850297851744;;3760.584471860722;1008.0912706694764;-1.0;87.0
257867420;258194160;2.0182051282051283;3.419324252136752;4692.885663427142;;4692.885663427142;1008.0912706694764;-1.0;
258194160;257867420;3.1586085069444443;1.22441796875;3772.850297851744;;3760.584471860722;1008.0912706694764;-1.0;87.0
259490000;219002051;13.000631200396825;1.557974330357143;5527.052691986934;;6940.096287516477;1008.1114422522948;-2.0;
257005140;259351000;3.627052556818181;4.384835069444445;9493.104805594428;;9493.104805594428;1008.8325183101518;3.0;52.0
259351000;257005140;4.384835069444445;3.627052556818181;9493.104805594428;;9493.104805594428;1008.8325183101518;3.0;
257005140;259351000;3.627052556818181;4.384835069444445;9493.104805594428;;9493.104805594428;1008.8325183101518;3.0;52.0
259351000;257005140;4.384835069444445;3.627052556818181;9493.104805594428;;9493.104805594428;1008.8325183101518;3.0;
258073320;258199880;2.664661458333333;11.53320138888889;2638.264082687705;;3396.3795312067227;1008.9771107413684;-1.0;0.0
258073320;258199880;2.664661458333333;11.53320138888889;2638.264082687705;;3396.3795312067227;1008.9771107413684;-1.0;0.0
230352000;305715000;7.064679783950617;6.470746527777778;8425.28320770287;;8425.28320770287;1009.427961768446;3.0;
305715000;230352000;6.470746527777778;7.064679783950617;8425.28320770287;;8425.28320770287;1009.427961768446;3.0;
230352000;305715000;7.064679783950617;6.470746527777778;8425.28320770287;;8425.28320770287;1009.427961768446;3.0;
305715000;230352000;6.470746527777778;7.064679783950617;8425.28320770287;;8425.28320770287;1009.427961768446;3.0;
244036000;249679000;7.627844618055555;9.407902777777778;9593.62119848392;;7590.183603181152;1009.8311244955746;3.0;
249679000;244036000;9.407902777777778;7.627844618055555;7590.183603181152;;9593.62119848392;1009.8311244955746;3.0;58.0
244036000;249679000;7.627844618055555;9.407902777777778;9593.62119848392;;7590.183603181152;1009.8311244955746;3.0;
249679000;244036000;9.407902777777778;7.627844618055555;7590.183603181152;;9593.62119848392;1009.8311244955746;3.0;58.0
257067200;257838390;5.336212797619048;3.365706845238095;2546.531203421629;;3571.9096433140644;101.83069281901228;3.0;
257838390;257067200;3.365706845238095;5.336212797619048;3571.9096433140644;;2546.531203421629;101.83069281901228;3.0;21.0
219015362;220127000;3.804075520833333;1.206043158637153;2373.1747217598618;;2373.1747217598618;1010.1996287863112;-2.0;
258809000;304798000;6.209505208333332;6.277829861111111;9921.767683230646;;9921.767683230646;1010.3752273289352;3.0;
304798000;258809000;6.277829861111111;6.209505208333332;9921.767683230646;;9921.767683230646;1010.3752273289352;3.0;
258809000;304798000;6.209505208333332;6.277829861111111;9921.767683230646;;9921.767683230646;1010.3752273289352;3.0;
304798000;258809000;6.277829861111111;6.209505208333332;9921.767683230646;;9921.767683230646;1010.3752273289352;3.0;
205767000;219170000;6.661653645833334;6.832465277777779;9044.443063561182;;9044.443063561182;1011.0860151342208;3.0;
219170000;205767000;6.832465277777779;6.661653645833334;9044.443063561182;;9044.443063561182;1011.0860151342208;3.0;
205767000;219170000;6.661653645833334;6.832465277777779;9044.443063561182;;9044.443063561182;1011.0860151342208;3.0;
219170000;205767000;6.832465277777779;6.661653645833334;9044.443063561182;;9044.443063561182;1011.0860151342208;3.0;
220142000;229881000;2.8417381535947714;7.698226102941176;9802.018719121075;;9802.018719121075;1011.0972752411116;3.0;
229881000;220142000;7.698226102941176;2.8417381535947714;9802.018719121075;;9802.018719121075;1011.0972752411116;3.0;
220142000;229881000;2.8417381535947714;7.698226102941176;9802.018719121075;;9802.018719121075;1011.0972752411116;3.0;
229881000;220142000;7.698226102941176;2.8417381535947714;9802.018719121075;;9802.018719121075;1011.0972752411116;3.0;
205767000;219170000;6.661653645833333;6.8111640625000005;10658.698668223997;;10658.698668223997;1011.1180841029416;3.0;
219170000;205767000;6.8111640625000005;6.661653645833333;10658.698668223997;;10658.698668223997;1011.1180841029416;3.0;
205767000;219170000;6.661653645833333;6.8111640625000005;10658.698668223997;;10658.698668223997;1011.1180841029416;3.0;
219170000;205767000;6.8111640625000005;6.661653645833333;10658.698668223997;;10658.698668223997;1011.1180841029416;3.0;
220142000;229881000;2.8381524884259264;7.690542534722223;7917.888070060098;;7917.888070060098;1011.1726311565208;3.0;
229881000;220142000;7.690542534722223;2.8381524884259264;7917.888070060098;;7917.888070060098;1011.1726311565208;3.0;
220142000;229881000;2.8381524884259264;7.690542534722223;7917.888070060098;;7917.888070060098;1011.1726311565208;3.0;
229881000;220142000;7.690542534722223;2.8381524884259264;7917.888070060098;;7917.888070060098;1011.1726311565208;3.0;
220295000;231701000;3.794362702546297;6.680811342592593;8339.839246052648;;8339.839246052648;1011.2435364441156;-1.0;
212182000;265626360;6.279721200980393;2.914200112336601;1669.9531131142578;;2673.121699436822;1011.2722333773428;-2.0;16.0
246397000;636007086;6.136315332602339;2.0533708729288502;8015.4647139139715;;8015.4647139139715;1011.3118707896192;-2.0;
219019955;259983000;5.236596602182539;6.411895461309526;9780.017882396738;;9780.017882396738;1012.0061906925276;3.0;
259983000;219019955;6.411895461309526;5.236596602182539;9780.017882396738;;9780.017882396738;1012.0061906925276;3.0;
219019955;259983000;5.236596602182539;6.411895461309526;9780.017882396738;;9780.017882396738;1012.0061906925276;3.0;
259983000;219019955;6.411895461309526;5.236596602182539;9780.017882396738;;9780.017882396738;1012.0061906925276;3.0;
248724000;220075000;5.370317708333333;1.1933704427083334;1913.778555632807;;1502.996463735027;1012.0394705741472;-2.0;
219019955;259983000;5.240328621031745;6.400699404761904;7709.07040634602;;7709.07040634602;1012.1061209181576;3.0;
259983000;219019955;6.400699404761904;5.240328621031745;7709.07040634602;;7709.07040634602;1012.1061209181576;3.0;
219019955;259983000;5.240328621031745;6.400699404761904;7709.07040634602;;7709.07040634602;1012.1061209181576;3.0;
259983000;219019955;6.400699404761904;5.240328621031745;7709.07040634602;;7709.07040634602;1012.1061209181576;3.0;
215064000;219025245;5.970285192418982;1.2380703396267363;14346.855931875803;;6276.982781559943;1012.4250540163426;-2.0;112.0
215064000;219025245;5.863862847222222;1.2348676215277778;1078.735750774954;;1078.735750774954;1012.4250540163426;-1.0;
304778000;538002754;5.353150421626984;6.191993427579364;9262.01600354912;;9262.01600354912;1012.5159653062263;-1.0;
212172000;245745000;6.225581597222222;8.076777777777776;11273.827174921566;;11273.827174921566;1012.5396634206484;3.0;
245745000;212172000;8.076777777777776;6.225581597222222;11273.827174921566;;11273.827174921566;1012.5396634206484;3.0;
212172000;245745000;6.225581597222222;8.076777777777776;11273.827174921566;;11273.827174921566;1012.5396634206484;3.0;
245745000;212172000;8.076777777777776;6.225581597222222;11273.827174921566;;11273.827174921566;1012.5396634206484;3.0;
212172000;245745000;6.210653521825398;8.113408978174602;12125.208558206328;;12125.208558206328;1012.5472828465838;3.0;
245745000;212172000;8.113408978174602;6.210653521825398;12125.208558206328;;12125.208558206328;1012.5472828465838;3.0;
212172000;245745000;6.210653521825398;8.113408978174602;12125.208558206328;;12125.208558206328;1012.5472828465838;3.0;
245745000;212172000;8.113408978174602;6.210653521825398;12125.208558206328;;12125.208558206328;1012.5472828465838;3.0;
266150000;219013539;4.878514178240741;1.5004629629629629;1772.689809301108;;1311.4215378740737;1012.67963838521;-2.0;
246684000;219002823;5.2953684746168594;1.2470721646012934;1519.711479195969;;7794.448825927336;1012.8318764730896;-2.0;122.0
355524000;636016260;7.164223484848486;6.673528251262627;10518.577910059896;;10518.577910059896;1013.4119892718858;-1.0;
231791000;314182000;6.654189608134922;4.797653769841269;10161.127075772649;;10851.892145612212;1013.5144892896222;3.0;
314182000;231791000;4.797653769841269;6.654189608134922;10851.892145612212;;10161.127075772649;1013.5144892896222;3.0;33.0
231791000;314182000;6.654189608134922;4.797653769841269;10161.127075772649;;10851.892145612212;1013.5144892896222;3.0;
314182000;231791000;4.797653769841269;6.654189608134922;10851.892145612212;;10161.127075772649;1013.5144892896222;3.0;33.0
219339000;257056010;3.4099169146825394;4.894686259920635;6520.145645612527;;6520.145645612527;1013.9044974749844;3.0;
257056010;219339000;4.894686259920635;3.4099169146825394;6520.145645612527;;6520.145645612527;1013.9044974749844;3.0;
219339000;257056010;3.4099169146825394;4.894686259920635;6520.145645612527;;6520.145645612527;1013.9044974749844;3.0;
257056010;219339000;4.894686259920635;3.4099169146825394;6520.145645612527;;6520.145645612527;1013.9044974749844;3.0;
219007027;319137600;1.2904651331018515;7.102414641203704;11822.480054540163;;11822.480054540163;1014.1679989035356;3.0;
319137600;219007027;7.102414641203704;1.2904651331018515;11822.480054540163;;11822.480054540163;1014.1679989035356;3.0;
219007027;319137600;1.2904651331018515;7.102414641203704;11822.480054540163;;11822.480054540163;1014.1679989035356;3.0;
319137600;219007027;7.102414641203704;1.2904651331018515;11822.480054540163;;11822.480054540163;1014.1679989035356;3.0;
219007027;319137600;1.2904651331018515;7.102414641203704;11828.225103116698;;11828.225103116698;1014.1723719368424;3.0;
319137600;219007027;7.102414641203704;1.2904651331018515;11828.225103116698;;11828.225103116698;1014.1723719368424;3.0;
219007027;319137600;1.2904651331018515;7.102414641203704;11828.225103116698;;11828.225103116698;1014.1723719368424;3.0;
319137600;219007027;7.102414641203704;1.2904651331018515;11828.225103116698;;11828.225103116698;1014.1723719368424;3.0;
309998000;371839000;5.559081307870371;6.413139467592593;12047.608587599449;;10631.92009422569;1014.3650871357914;3.0;63.0
371839000;309998000;6.413139467592593;5.559081307870371;10631.92009422569;;12047.608587599449;1014.3650871357914;3.0;
309998000;371839000;5.559081307870371;6.413139467592593;12047.608587599449;;10631.92009422569;1014.3650871357914;3.0;63.0
371839000;309998000;6.413139467592593;5.559081307870371;10631.92009422569;;12047.608587599449;1014.3650871357914;3.0;
257340000;219011018;4.439954117063492;3.64503410218254;1376.41479576471;;1376.41479576471;1014.7194538393346;-1.0;0.0
258407000;258265000;5.399489655671297;2.4349030671296297;3205.240065892101;;3205.240065892101;1014.7599223461664;-1.0;
258407000;258265000;5.399489655671297;2.4349030671296297;3205.240065892101;;3205.240065892101;1014.7599223461664;-1.0;
220461000;257882000;7.612839988425925;2.940974392361112;6492.756704205081;;6492.756704205081;1015.3763932650784;3.0;
257882000;220461000;2.940974392361112;7.612839988425925;6492.756704205081;;6492.756704205081;1015.3763932650784;3.0;
220461000;257882000;7.612839988425925;2.940974392361112;6492.756704205081;;6492.756704205081;1015.3763932650784;3.0;
257882000;220461000;2.940974392361112;7.612839988425925;6492.756704205081;;6492.756704205081;1015.3763932650784;3.0;
314464000;241279000;5.022234117798354;2.6257357574588487;2040.734696132744;;3365.814868646224;1015.4077998518604;-2.0;28.0
220461000;257882000;7.612839988425925;2.940974392361112;6492.588640134226;;6492.588640134226;1015.4732886688848;3.0;
257882000;220461000;2.940974392361112;7.612839988425925;6492.588640134226;;6492.588640134226;1015.4732886688848;3.0;
220461000;257882000;7.612839988425925;2.940974392361112;6492.588640134226;;6492.588640134226;1015.4732886688848;3.0;
257882000;220461000;2.940974392361112;7.612839988425925;6492.588640134226;;6492.588640134226;1015.4732886688848;3.0;
219347000;305641000;9.372534722222223;3.7041461489898992;3075.5783618695195;;3075.5783618695195;1015.4911028659976;-2.0;
205453000;219455000;8.364545138888891;8.44975;7415.456351432458;;6421.83500255184;1015.530994110962;3.0;8.0
219455000;205453000;8.44975;8.364545138888891;6421.83500255184;;7415.456351432458;1015.530994110962;3.0;
205453000;219455000;8.364545138888891;8.44975;7415.456351432458;;6421.83500255184;1015.530994110962;3.0;8.0
219455000;205453000;8.44975;8.364545138888891;6421.83500255184;;7415.456351432458;1015.530994110962;3.0;
205453000;219455000;8.268013731060607;8.444488636363637;7415.555189599766;;9426.40556415859;1015.5309941109626;3.0;40.0
219455000;205453000;8.444488636363637;8.268013731060607;9426.40556415859;;7415.555189599766;1015.5309941109626;3.0;
205453000;219455000;8.268013731060607;8.444488636363637;7415.555189599764;;9426.292609504546;1015.5309941109626;3.0;19.0
219455000;205453000;8.444488636363637;8.268013731060607;9426.292609504546;;7415.555189599764;1015.5309941109626;3.0;
205453000;219455000;8.268013731060607;8.444488636363637;7415.555189599766;;9426.40556415859;1015.5309941109626;3.0;40.0
219455000;205453000;8.444488636363637;8.268013731060607;9426.40556415859;;7415.555189599766;1015.5309941109626;3.0;
205453000;219455000;8.268013731060607;8.444488636363637;7415.555189599764;;9426.292609504546;1015.5309941109626;3.0;19.0
219455000;205453000;8.444488636363637;8.268013731060607;9426.292609504546;;7415.555189599764;1015.5309941109626;3.0;
255805883;636017647;7.18916015625;6.579932002314815;6326.742732243819;;8795.862257334413;1015.6103386634064;3.0;17.0
636017647;255805883;6.579932002314815;7.18916015625;8795.862257334413;;6326.742732243819;1015.6103386634064;3.0;
255805883;636017647;7.18916015625;6.579932002314815;6326.742732243819;;8795.862257334413;1015.6103386634064;3.0;17.0
636017647;255805883;6.579932002314815;7.18916015625;8795.862257334413;;6326.742732243819;1015.6103386634064;3.0;
566473000;220329000;8.019990298202615;1.349411892361111;4636.352080030161;;4636.352080030161;1015.7169339929304;-2.0;
220043000;220544000;1.2824508618551589;3.5165665302579363;4904.22228289053;;4904.22228289053;1015.7671829705862;-1.0;
257340000;311046700;4.667320188492064;6.041277281746032;9961.281311658657;;9961.281311658657;1015.9054778865988;3.0;
311046700;257340000;6.041277281746032;4.667320188492064;9961.281311658657;;9961.281311658657;1015.9054778865988;3.0;
257340000;311046700;4.667320188492064;6.041277281746032;9961.281311658657;;9961.281311658657;1015.9054778865988;3.0;
311046700;257340000;6.041277281746032;4.667320188492064;9961.281311658657;;9961.281311658657;1015.9054778865988;3.0;
247311100;219013539;11.50968967013889;4.513948567708333;10864.03824459395;;10864.03824459395;1016.2336001136767;-1.0;
219170000;219023738;8.483256578947369;4.397526955409357;6972.446550530166;;6972.446550530166;1016.3028387247552;-1.0;
230965000;238251000;6.420105902777779;7.007296006944445;7774.116763337171;;7774.116763337171;1016.6888412882272;3.0;
238251000;230965000;7.007296006944445;6.420105902777779;7774.116763337171;;7774.116763337171;1016.6888412882272;3.0;
230965000;238251000;6.420105902777779;7.007296006944445;7774.116763337171;;7774.116763337171;1016.6888412882272;3.0;
238251000;230965000;7.007296006944445;6.420105902777779;7774.116763337171;;7774.116763337171;1016.6888412882272;3.0;
219013485;219000897;1.388598090277778;1.3187206044823234;4982.370231124943;;4982.370231124943;1016.761746920094;-1.0;
219013485;219000897;1.388598090277778;1.3187206044823234;4982.370231124943;;4982.370231124943;1016.761746920094;-1.0;
257889670;257340000;2.767952256944445;4.7634340277777785;14504.122015827088;;14060.960792207625;1016.7732146353992;3.0;124.0
257889670;257340000;2.767952256944445;4.7634340277777785;14504.122015827088;;14060.960792207625;1016.7732146353992;3.0;124.0
375103000;257882000;3.674292173032408;2.932433810763889;1815.230519796316;;1564.3225530561135;1016.8557026441848;-2.0;30.0
375103000;257882000;3.674292173032408;2.932433810763889;1564.3225530561158;;1564.3225530561158;1016.966321959582;-2.0;
636012659;371830000;7.483559027777779;3.9379845328282825;10058.48790723536;;11309.02764564664;1017.0298127390369;-1.0;31.0
636012659;371830000;7.483559027777779;3.9379845328282825;10058.48790723536;;11309.02764564664;1017.0298127390369;-1.0;31.0
244690752;314439000;5.303701171875;6.384838324652778;10051.682838709148;;10051.682838709148;1017.1040556403262;3.0;
314439000;244690752;6.384838324652778;5.303701171875;10051.682838709148;;10051.682838709148;1017.1040556403262;3.0;
244690752;314439000;5.303701171875;6.384838324652778;10051.682838709148;;10051.682838709148;1017.1040556403262;3.0;
314439000;244690752;6.384838324652778;5.303701171875;10051.682838709148;;10051.682838709148;1017.1040556403262;3.0;
231774000;219008544;7.865708188657408;1.4707383897569446;5170.5160438780185;;2247.555872497945;1017.5966293183168;-2.0;54.0
255806119;236584000;5.752332899305556;5.176664207175927;1962.44540561005;;1962.44540561005;1018.0964639954312;-2.0;
265630670;255806082;4.719150883838385;8.122230113636364;3245.3340844973104;;1966.617583568296;1018.2536520926404;-1.0;9.0
220099000;220359000;1.3578519965277778;1.3373546006944446;6744.993393621672;;6744.993393621672;1018.39852710027;3.0;
220099000;220359000;1.3557276165674603;1.3703686135912698;4511.480204988158;;4996.776961202091;1018.39852710027;3.0;95.0
220359000;220099000;1.3373546006944446;1.3578519965277778;6744.993393621672;;6744.993393621672;1018.39852710027;3.0;
220359000;220099000;1.3703686135912698;1.3557276165674603;4996.776961202091;;4511.480204988158;1018.39852710027;3.0;
220099000;220359000;1.3578519965277778;1.3373546006944446;6744.993393621672;;6744.993393621672;1018.39852710027;3.0;
220099000;220359000;1.3557276165674603;1.3703686135912698;4511.480204988158;;4996.776961202091;1018.39852710027;3.0;95.0
220359000;220099000;1.3373546006944446;1.3578519965277778;6744.993393621672;;6744.993393621672;1018.39852710027;3.0;
